id,name,state,rainfall,rank,deviation,mean_rainfall,
GA-181,Lincoln County,Georgia,44.38,57,-2.65,47.03,
GA-183,Long County,Georgia,44.78,43,-4.15,48.93,
GA-185,Lowndes County,Georgia,51,71,0.2,50.8,
GA-187,Lumpkin County,Georgia,61.31,60,-1.23,62.54,
GA-189,McDuffie County,Georgia,44.46,57,-2.38,46.84,
GA-191,McIntosh County,Georgia,45.55,42,-4.68,50.23,
GA-193,Macon County,Georgia,46.18,55,-1.87,48.05,
GA-195,Madison County,Georgia,45.08,40,-4.49,49.57,
GA-197,Marion County,Georgia,49.15,58,-0.27,49.42,
GA-199,Meriwether County,Georgia,50.66,58,-0.37,51.03,
GA-201,Miller County,Georgia,50.79,56,-2.4,53.19,
GA-205,Mitchell County,Georgia,48.85,58,-1.85,50.7,
GA-207,Monroe County,Georgia,52.07,89,3.7,48.37,
GA-209,Montgomery County,Georgia,47.85,75,1.42,46.43,
GA-211,Morgan County,Georgia,51.64,83,2.68,48.96,
GA-213,Murray County,Georgia,58.74,74,2.55,56.19,
GA-215,Muscogee County,Georgia,52.43,79,2.87,49.56,
GA-217,Newton County,Georgia,53.96,90,4.11,49.85,
GA-219,Oconee County,Georgia,44.78,40,-4.92,49.7,
GA-221,Oglethorpe County,Georgia,42.89,38,-5.65,48.54,
GA-223,Paulding County,Georgia,51.15,66,-0.2,51.35,
GA-225,Peach County,Georgia,49.01,80,1.82,47.19,
GA-227,Pickens County,Georgia,53.14,48,-4.36,57.5,
GA-229,Pierce County,Georgia,45.87,48,-2.86,48.73,
GA-231,Pike County,Georgia,50.08,61,-0.07,50.15,
GA-233,Polk County,Georgia,53.87,84,2.74,51.13,
GA-235,Pulaski County,Georgia,46.91,63,0.07,46.84,
GA-237,Putnam County,Georgia,53.99,102,6.49,47.5,
GA-239,Quitman County,Georgia,49.47,59,-1.09,50.56,
GA-241,Rabun County,Georgia,62.44,39,-6.79,69.23,
GA-243,Randolph County,Georgia,49.17,53,-1.91,51.08,
GA-245,Richmond County,Georgia,43.61,60,-1.23,44.84,
GA-247,Rockdale County,Georgia,52.28,77,2.03,50.25,
GA-249,Schley County,Georgia,47.1,52,-1.9,49,
GA-251,Screven County,Georgia,42.13,39,-4.43,46.56,
GA-253,Seminole County,Georgia,51.17,59,-2.2,53.37,
GA-255,Spalding County,Georgia,51.71,77,2.09,49.62,
GA-257,Stephens County,Georgia,52.78,55,-2.92,55.7,
GA-259,Stewart County,Georgia,50.27,68,1.13,49.14,
GA-261,Sumter County,Georgia,44.89,41,-3.68,48.57,
GA-263,Talbot County,Georgia,48.71,53,-1.83,50.54,
GA-265,Taliaferro County,Georgia,45.51,54,-2.36,47.87,
GA-267,Tattnall County,Georgia,44.76,50,-2.7,47.46,
GA-269,Taylor County,Georgia,46.97,53,-2.19,49.16,
GA-271,Telfair County,Georgia,45.23,53,-2.1,47.33,
GA-273,Terrell County,Georgia,46.1,41,-3.96,50.06,
GA-275,Thomas County,Georgia,52.72,68,-0.29,53.01,
GA-277,Tift County,Georgia,48.93,70,0.82,48.11,
GA-279,Toombs County,Georgia,46.35,66,-0.51,46.86,
GA-281,Towns County,Georgia,62.21,61,-0.61,62.82,
GA-283,Treutlen County,Georgia,48.2,80,1.8,46.4,
GA-285,Troup County,Georgia,52.13,64,0.43,51.7,
GA-287,Turner County,Georgia,43.95,41,-3.73,47.68,
GA-289,Twiggs County,Georgia,50,90,3.52,46.48,
GA-291,Union County,Georgia,62.51,75,1.7,60.81,
GA-293,Upson County,Georgia,48.49,54,-1.53,50.02,
GA-295,Walker County,Georgia,58.2,87,4.39,53.81,
GA-297,Walton County,Georgia,50.29,66,-0.08,50.37,
GA-299,Ware County,Georgia,46.41,50,-2.7,49.11,
GA-301,Warren County,Georgia,46.01,61,-1.3,47.31,
GA-303,Washington County,Georgia,48.12,80,1.9,46.22,
GA-305,Wayne County,Georgia,47.34,54,-2.08,49.42,
GA-307,Webster County,Georgia,48.61,59,-0.92,49.53,
GA-309,Wheeler County,Georgia,47.42,74,0.78,46.64,
GA-311,White County,Georgia,64.45,68,0.59,63.86,
GA-313,Whitfield County,Georgia,56.51,78,2.91,53.6,
GA-315,Wilcox County,Georgia,45.05,56,-2.17,47.22,
GA-317,Wilkes County,Georgia,45.07,54,-2.81,47.88,
GA-319,Wilkinson County,Georgia,49.9,89,3.72,46.18,
GA-321,Worth County,Georgia,44.13,40,-4.17,48.3,
ID-001,Ada County,Idaho,11.77,58,-0.55,12.32,
ID-003,Adams County,Idaho,28.82,44,-3.62,32.44,
ID-005,Bannock County,Idaho,15.67,22,-3.83,19.5,
ID-007,Bear Lake County,Idaho,20.01,52,-1.42,21.43,
ID-009,Benewah County,Idaho,33.84,83,2.47,31.37,
ID-011,Bingham County,Idaho,11.48,39,-2.01,13.49,
ID-013,Blaine County,Idaho,16.12,38,-2.68,18.8,
ID-015,Boise County,Idaho,29.92,58,-0.63,30.55,
ID-017,Bonner County,Idaho,38.74,87,2.81,35.93,
ID-019,Bonneville County,Idaho,19.11,48,-1.23,20.34,
ID-021,Boundary County,Idaho,43.71,103,5.63,38.08,
ID-023,Butte County,Idaho,11.29,37,-2.29,13.58,
ID-025,Camas County,Idaho,19.57,27,-4.81,24.38,
ID-027,Canyon County,Idaho,9.23,61,-0.32,9.55,
ID-029,Caribou County,Idaho,21.08,52,-1.34,22.42,
ID-031,Cassia County,Idaho,15.01,62,-0.49,15.5,
ID-033,Clark County,Idaho,14.64,35,-2.46,17.1,
ID-035,Clearwater County,Idaho,47.2,73,0.45,46.75,
ID-037,Custer County,Idaho,21.42,53,-1.15,22.57,
ID-039,Elmore County,Idaho,18.66,50,-1.5,20.16,
ID-041,Franklin County,Idaho,19.99,39,-3.06,23.05,
ID-043,Fremont County,Idaho,18.85,36,-2.83,21.68,
ID-045,Gem County,Idaho,17.62,48,-1.15,18.77,
ID-047,Gooding County,Idaho,9.34,38,-1.84,11.18,
ID-049,Idaho County,Idaho,38.76,81,1.26,37.5,
ID-051,Jefferson County,Idaho,6.89,18,-2.8,9.69,
ID-053,Jerome County,Idaho,8.77,53,-0.95,9.72,
ID-055,Kootenai County,Idaho,34.7,88,2.37,32.33,
ID-057,Latah County,Idaho,35.25,104,4.67,30.58,
ID-059,Lemhi County,Idaho,18.28,27,-2.87,21.15,
ID-061,Lewis County,Idaho,29.4,108,3.95,25.45,
ID-063,Lincoln County,Idaho,8.85,37,-1.67,10.52,
ID-065,Madison County,Idaho,11.42,21,-3.42,14.84,
ID-067,Minidoka County,Idaho,9.57,66,-0.15,9.72,
ID-069,Nez Perce County,Idaho,26.29,112,4.34,21.95,
ID-071,Oneida County,Idaho,15.29,31,-3.23,18.52,
ID-073,Owyhee County,Idaho,12.15,58,-0.41,12.56,
ID-075,Payette County,Idaho,11.19,43,-1.59,12.78,
ID-077,Power County,Idaho,15.3,59,-0.6,15.9,
ID-079,Shoshone County,Idaho,51.12,88,3.62,47.5,
ID-081,Teton County,Idaho,20.46,36,-2.28,22.74,
ID-083,Twin Falls County,Idaho,10.75,40,-1.77,12.52,
ID-085,Valley County,Idaho,31.97,39,-4.17,36.14,
ID-087,Washington County,Idaho,18.41,41,-2.21,20.62,
IL-001,Adams County,Illinois,36.15,62,-0.66,36.81,
IL-003,Alexander County,Illinois,48.74,88,3.57,45.17,
IL-005,Bond County,Illinois,42.63,81,3.24,39.39,
IL-007,Boone County,Illinois,36.18,80,2.15,34.03,
IL-009,Brown County,Illinois,36.95,62,0.2,36.75,
IL-011,Bureau County,Illinois,35.95,66,0.89,35.06,
IL-013,Calhoun County,Illinois,41.5,85,3.7,37.8,
IL-015,Carroll County,Illinois,38.18,90,3.71,34.47,
IL-017,Cass County,Illinois,38.83,81,2.45,36.38,
IL-019,Champaign County,Illinois,38.19,74,1.66,36.53,
IL-021,Christian County,Illinois,41.76,95,4.89,36.87,
IL-023,Clark County,Illinois,47.08,109,7.39,39.69,
IL-025,Clay County,Illinois,49.14,105,8.75,40.39,
IL-027,Clinton County,Illinois,43.54,82,3.73,39.81,
IL-029,Coles County,Illinois,46.14,110,7.87,38.27,
IL-031,Cook County,Illinois,35.68,72,1.26,34.42,
IL-033,Crawford County,Illinois,46.8,99,5.79,41.01,
IL-035,Cumberland County,Illinois,50.53,118,11.04,39.49,
IL-037,DeKalb County,Illinois,39.24,99,4.64,34.6,
IL-039,De Witt County,Illinois,36.09,52,-0.96,37.05,
IL-041,Douglas County,Illinois,41,89,3.62,37.38,
IL-043,DuPage County,Illinois,36.97,83,2.51,34.46,
IL-045,Edgar County,Illinois,42.31,91,3.8,38.51,
IL-047,Edwards County,Illinois,47.01,85,4.09,42.92,
IL-049,Effingham County,Illinois,55.59,126,16.04,39.55,
IL-051,Fayette County,Illinois,47.58,108,8.65,38.93,
IL-053,Ford County,Illinois,38.75,87,3.03,35.72,
IL-055,Franklin County,Illinois,45.8,80,3.55,42.25,
IL-057,Fulton County,Illinois,33.97,50,-1.46,35.43,
IL-059,Gallatin County,Illinois,42.07,41,-2.74,44.81,
IL-061,Greene County,Illinois,41.33,89,3.98,37.35,
IL-063,Grundy County,Illinois,36.47,81,2.53,33.94,
IL-065,Hamilton County,Illinois,43.16,58,0.48,42.68,
IL-067,Hancock County,Illinois,30.68,26,-4.92,35.6,
IL-069,Hardin County,Illinois,45.68,64,-0.07,45.75,
IL-071,Henderson County,Illinois,28.4,21,-6.8,35.2,
IL-073,Henry County,Illinois,34.41,57,-0.5,34.91,
IL-075,Iroquois County,Illinois,39.33,85,3.06,36.27,
IL-077,Jackson County,Illinois,45.88,82,2.83,43.05,
IL-079,Jasper County,Illinois,52.61,121,12.27,40.34,
IL-081,Jefferson County,Illinois,42.23,65,0.29,41.94,
IL-083,Jersey County,Illinois,40.77,79,2.82,37.95,
IL-085,Jo Daviess County,Illinois,38.57,97,4.69,33.88,
IL-087,Johnson County,Illinois,47.18,71,1.23,45.95,
IL-089,Kane County,Illinois,38.92,96,4.63,34.29,
IL-091,Kankakee County,Illinois,37.12,75,1.69,35.43,
IL-093,Kendall County,Illinois,36.46,83,2.3,34.16,
IL-095,Knox County,Illinois,37.1,73,1.67,35.43,
IL-097,Lake County,Illinois,35.52,79,2.4,33.12,
IL-099,LaSalle County,Illinois,35.46,71,1.3,34.16,
IL-101,Lawrence County,Illinois,54.53,123,12.12,42.41,
IL-103,Lee County,Illinois,39.09,91,4.22,34.87,
IL-105,Livingston County,Illinois,37.44,88,2.82,34.62,
IL-107,Logan County,Illinois,36.62,66,0.44,36.18,
IL-109,McDonough County,Illinois,32.34,36,-3.49,35.83,
IL-111,McHenry County,Illinois,35.77,74,1.81,33.96,
IL-113,McLean County,Illinois,34.55,48,-1.89,36.44,
IL-115,Macon County,Illinois,41.71,99,4.36,37.35,
IL-117,Macoupin County,Illinois,40.77,75,2.72,38.05,
IL-119,Madison County,Illinois,42.53,89,4.17,38.36,
IL-121,Marion County,Illinois,46.37,96,5.83,40.54,
IL-123,Marshall County,Illinois,35.32,68,0.66,34.66,
IL-125,Mason County,Illinois,36.39,70,1.49,34.9,
IL-127,Massac County,Illinois,48.6,70,1.48,47.12,
IL-129,Menard County,Illinois,38.48,91,2.91,35.57,
IL-131,Mercer County,Illinois,31.62,40,-3.15,34.77,
IL-133,Monroe County,Illinois,43.32,88,3.67,39.65,
IL-135,Montgomery County,Illinois,42.11,89,4.29,37.82,
IL-137,Morgan County,Illinois,42.77,104,5.98,36.8,
IL-139,Moultrie County,Illinois,43.26,99,5.31,37.95,
IL-141,Ogle County,Illinois,36.98,84,2.86,34.12,
IL-143,Peoria County,Illinois,35.62,60,0.54,35.08,
IL-145,Perry County,Illinois,43.79,77,2.58,41.21,
IL-147,Piatt County,Illinois,39.4,84,2.31,37.09,
IL-149,Pike County,Illinois,38.87,72,1.24,37.63,
IL-151,Pope County,Illinois,46.14,57,-0.58,46.72,
IL-153,Pulaski County,Illinois,47.91,80,2.2,45.71,
IL-155,Putnam County,Illinois,35.25,67,1.16,34.09,
IL-157,Randolph County,Illinois,43.91,82,3.17,40.74,
IL-159,Richland County,Illinois,51.86,119,10.61,41.25,
IL-161,Rock Island County,Illinois,31.4,37,-3.37,34.77,
IL-163,St. Clair County,Illinois,42.82,93,3.78,39.04,
IL-165,Saline County,Illinois,40.32,36,-3.85,44.17,
IL-167,Sangamon County,Illinois,39.86,90,3.63,36.23,
IL-169,Schuyler County,Illinois,33.29,44,-2.9,36.19,
IL-171,Scott County,Illinois,41.58,97,4.65,36.93,
IL-173,Shelby County,Illinois,48.05,113,9.59,38.46,
IL-175,Stark County,Illinois,35.88,66,0.92,34.96,
IL-177,Stephenson County,Illinois,38.46,93,4.45,34.01,
IL-179,Tazewell County,Illinois,35.95,59,0.18,35.77,
IL-181,Union County,Illinois,48.47,87,3.4,45.07,
IL-183,Vermilion County,Illinois,40.09,84,3.08,37.01,
IL-185,Wabash County,Illinois,50.8,107,7.71,43.09,
IL-187,Warren County,Illinois,32.48,39,-3.03,35.51,
IL-189,Washington County,Illinois,42.8,73,1.93,40.87,
IL-191,Wayne County,Illinois,43.28,71,1.2,42.08,
IL-193,White County,Illinois,45.65,75,2.36,43.29,
IL-195,Whiteside County,Illinois,34.35,56,-0.92,35.27,
IL-197,Will County,Illinois,35.39,62,0.08,35.31,
IL-199,Williamson County,Illinois,46.73,76,3.14,43.59,
IL-201,Winnebago County,Illinois,33.94,60,0.19,33.75,
IL-203,Woodford County,Illinois,35.85,63,0.41,35.44,
IN-001,Adams County,Indiana,43.82,116,7.82,36,
IN-003,Allen County,Indiana,43.93,119,8.5,35.43,
IN-005,Bartholomew County,Indiana,48.46,105,7.15,41.31,
IN-007,Benton County,Indiana,39.67,80,2.3,37.37,
IN-009,Blackford County,Indiana,42.7,98,5.16,37.54,
IN-011,Boone County,Indiana,43.62,96,4.82,38.8,
IN-013,Brown County,Indiana,48.19,101,6.3,41.89,
IN-015,Carroll County,Indiana,39.83,79,2.01,37.82,
IN-017,Cass County,Indiana,41.28,92,3.47,37.81,
IN-019,Clark County,Indiana,52.79,109,9.54,43.25,
IN-021,Clay County,Indiana,46.86,108,6.24,40.62,
IN-023,Clinton County,Indiana,42.53,90,4.04,38.49,
IN-025,Crawford County,Indiana,54.86,110,9.5,45.36,
IN-027,Daviess County,Indiana,56.62,122,13.48,43.14,
IN-029,Dearborn County,Indiana,48.67,108,7.59,41.08,
IN-031,Decatur County,Indiana,49.52,108,7.91,41.61,
IN-033,DeKalb County,Indiana,45.58,126,10.55,35.03,
IN-035,Delaware County,Indiana,43.68,97,5.12,38.56,
IN-037,Dubois County,Indiana,56.36,120,12.03,44.33,
IN-039,Elkhart County,Indiana,38.8,89,3.57,35.23,
IN-041,Fayette County,Indiana,49.18,118,9.03,40.15,
IN-043,Floyd County,Indiana,51.94,105,8.39,43.55,
IN-045,Fountain County,Indiana,42.53,96,4.51,38.02,
IN-047,Franklin County,Indiana,47.22,106,6.62,40.6,
IN-049,Fulton County,Indiana,40.46,88,2.88,37.58,
IN-051,Gibson County,Indiana,47.34,87,4,43.34,
IN-053,Grant County,Indiana,42.7,99,4.97,37.73,
IN-055,Greene County,Indiana,49.36,105,6.63,42.73,
IN-057,Hamilton County,Indiana,46.12,115,8,38.12,
IN-059,Hancock County,Indiana,47.38,112,8.03,39.35,
IN-061,Harrison County,Indiana,52.37,101,7.82,44.55,
IN-063,Hendricks County,Indiana,43.42,89,3.9,39.52,
IN-065,Henry County,Indiana,48.7,117,8.93,39.77,
IN-067,Howard County,Indiana,41.46,91,3.74,37.72,
IN-069,Huntington County,Indiana,44.22,114,7.03,37.19,
IN-071,Jackson County,Indiana,50.04,108,7.63,42.41,
IN-073,Jasper County,Indiana,37.85,77,1.35,36.5,
IN-075,Jay County,Indiana,44.5,113,6.78,37.72,
IN-077,Jefferson County,Indiana,52.95,116,9.66,43.29,
IN-079,Jennings County,Indiana,48.92,102,6.24,42.68,
IN-081,Johnson County,Indiana,49.45,116,8.75,40.7,
IN-083,Knox County,Indiana,56,125,13.25,42.75,
IN-085,Kosciusko County,Indiana,38.34,83,2.02,36.32,
IN-087,LaGrange County,Indiana,41.74,115,6.76,34.98,
IN-089,Lake County,Indiana,34.66,50,-1.34,36,
IN-091,LaPorte County,Indiana,37.62,64,0.52,37.1,
IN-093,Lawrence County,Indiana,55.75,118,11.76,43.99,
IN-095,Madison County,Indiana,44.08,98,5.58,38.5,
IN-097,Marion County,Indiana,46.03,104,6.87,39.16,
IN-099,Marshall County,Indiana,39.14,85,2.02,37.12,
IN-101,Martin County,Indiana,57.45,122,13.47,43.98,
IN-103,Miami County,Indiana,41.87,98,4.12,37.75,
IN-105,Monroe County,Indiana,47.68,95,4.84,42.84,
IN-107,Montgomery County,Indiana,43.2,94,4.47,38.73,
IN-109,Morgan County,Indiana,46.71,106,6.06,40.65,
IN-111,Newton County,Indiana,39.47,85,2.66,36.81,
IN-113,Noble County,Indiana,42.22,113,6.62,35.6,
IN-115,Ohio County,Indiana,50.37,112,8.8,41.57,
IN-117,Orange County,Indiana,57.5,121,12.56,44.94,
IN-119,Owen County,Indiana,47.37,100,5.42,41.95,
IN-121,Parke County,Indiana,44.07,100,5.2,38.87,
IN-123,Perry County,Indiana,54.16,111,8.69,45.47,
IN-125,Pike County,Indiana,53.92,116,10.24,43.68,
IN-127,Porter County,Indiana,35.14,46,-1.33,36.47,
IN-129,Posey County,Indiana,43.58,63,-0.41,43.99,
IN-131,Pulaski County,Indiana,40.7,89,3.62,37.08,
IN-133,Putnam County,Indiana,45.31,96,4.86,40.45,
IN-135,Randolph County,Indiana,46.61,114,7.78,38.83,
IN-137,Ripley County,Indiana,49.25,109,6.86,42.39,
IN-139,Rush County,Indiana,49.8,117,9.34,40.46,
IN-141,St. Joseph County,Indiana,39.23,78,2.06,37.17,
IN-143,Scott County,Indiana,52.13,114,9.52,42.61,
IN-145,Shelby County,Indiana,49.61,116,8.99,40.62,
IN-147,Spencer County,Indiana,51.28,103,6.58,44.7,
IN-149,Starke County,Indiana,40.89,95,3.63,37.26,
IN-151,Steuben County,Indiana,46.25,126,11.24,35.01,
IN-153,Sullivan County,Indiana,46.79,98,5.8,40.99,
IN-155,Switzerland County,Indiana,50.99,112,8.7,42.29,
IN-157,Tippecanoe County,Indiana,41.55,91,3.54,38.01,
IN-159,Tipton County,Indiana,45.23,111,7.64,37.59,
IN-161,Union County,Indiana,48.17,110,7.94,40.23,
IN-163,Vanderburgh County,Indiana,43.95,65,0,43.95,
IN-165,Vermillion County,Indiana,42.71,97,4.77,37.94,
IN-167,Vigo County,Indiana,44.8,101,5.18,39.62,
IN-169,Wabash County,Indiana,42.54,106,5.05,37.49,
IN-171,Warren County,Indiana,39.65,77,2.12,37.53,
IN-173,Warrick County,Indiana,49.12,94,5.27,43.85,
IN-175,Washington County,Indiana,53.29,109,9.11,44.18,
IN-177,Wayne County,Indiana,47.83,113,8.27,39.56,
IN-179,Wells County,Indiana,43.73,110,6.99,36.74,
IN-181,White County,Indiana,40.02,87,3.19,36.83,
IN-183,Whitley County,Indiana,43.17,116,6.7,36.47,
IA-001,Adair County,Iowa,29.39,45,-3.31,32.7,
IA-003,Adams County,Iowa,28.08,28,-5.15,33.23,
IA-005,Allamakee County,Iowa,37.59,100,4.74,32.85,
IA-007,Appanoose County,Iowa,30.01,29,-5.2,35.21,
IA-009,Audubon County,Iowa,30.85,56,-0.87,31.72,
IA-011,Benton County,Iowa,28.46,28,-4.76,33.22,
IA-013,Black Hawk County,Iowa,33.93,74,0.47,33.46,
IA-015,Boone County,Iowa,35.57,96,4.1,31.47,
IA-017,Bremer County,Iowa,34.8,77,1.55,33.25,
IA-019,Buchanan County,Iowa,33.95,76,0.75,33.2,
IA-021,Buena Vista County,Iowa,23.95,25,-4.86,28.81,
IA-023,Butler County,Iowa,33.69,72,0.85,32.84,
IA-025,Calhoun County,Iowa,25.72,26,-5.16,30.88,
IA-027,Carroll County,Iowa,27.53,33,-3.61,31.14,
IA-029,Cass County,Iowa,28.07,39,-3.28,31.35,
IA-031,Cedar County,Iowa,32.21,47,-2.95,35.16,
IA-033,Cerro Gordo County,Iowa,32.82,72,1.02,31.8,
IA-035,Cherokee County,Iowa,22.98,20,-5.23,28.21,
IA-037,Chickasaw County,Iowa,34,79,1.56,32.44,
IA-039,Clarke County,Iowa,28.77,29,-4.89,33.66,
IA-041,Clay County,Iowa,28.87,70,0.23,28.64,
IA-043,Clayton County,Iowa,36.2,94,2.98,33.22,
IA-045,Clinton County,Iowa,35.46,69,0.5,34.96,
IA-047,Crawford County,Iowa,25.91,32,-3.91,29.82,
IA-049,Dallas County,Iowa,30.19,54,-1.62,31.81,
IA-051,Davis County,Iowa,28.39,20,-6.87,35.26,
IA-053,Decatur County,Iowa,30.57,36,-3.68,34.25,
IA-055,Delaware County,Iowa,35.58,87,2.25,33.33,
IA-057,Des Moines County,Iowa,28.48,19,-6.77,35.25,
IA-059,Dickinson County,Iowa,32.25,99,4,28.25,
IA-061,Dubuque County,Iowa,32.78,61,-0.63,33.41,
IA-063,Emmet County,Iowa,31,76,1.58,29.42,
IA-065,Fayette County,Iowa,35.31,81,1.97,33.34,
IA-067,Floyd County,Iowa,33.89,81,1.73,32.16,
IA-069,Franklin County,Iowa,31.92,63,0.02,31.9,
IA-071,Fremont County,Iowa,29.31,45,-3.2,32.51,
IA-073,Greene County,Iowa,31.68,64,0.17,31.51,
IA-075,Grundy County,Iowa,32.85,66,-0.24,33.09,
IA-077,Guthrie County,Iowa,32.03,65,0.31,31.72,
IA-079,Hamilton County,Iowa,32.82,83,1.84,30.98,
IA-081,Hancock County,Iowa,29.54,52,-1.81,31.35,
IA-083,Hardin County,Iowa,33.3,78,1.32,31.98,
IA-085,Harrison County,Iowa,23.88,23,-5.47,29.35,
IA-087,Henry County,Iowa,26.63,10,-8.66,35.29,
IA-089,Howard County,Iowa,36.37,93,3.7,32.67,
IA-091,Humboldt County,Iowa,22.24,7,-8.3,30.54,
IA-093,Ida County,Iowa,23.55,23,-5.32,28.87,
IA-095,Iowa County,Iowa,27.67,22,-6.13,33.8,
IA-097,Jackson County,Iowa,36.09,77,2.03,34.07,
IA-099,Jasper County,Iowa,28.18,29,-4.83,33.01,
IA-101,Jefferson County,Iowa,24.87,9,-10.06,34.93,
IA-103,Johnson County,Iowa,29.44,33,-4.33,33.77,
IA-105,Jones County,Iowa,34.1,70,0.46,33.64,
IA-107,Keokuk County,Iowa,25.81,12,-8.21,34.02,
IA-109,Kossuth County,Iowa,26.34,31,-3.91,30.25,
IA-111,Lee County,Iowa,28.79,18,-6.76,35.55,
IA-113,Linn County,Iowa,32.27,64,-0.77,33.04,
IA-115,Louisa County,Iowa,26.36,13,-8.12,34.48,
IA-117,Lucas County,Iowa,30.07,37,-3.76,33.83,
IA-119,Lyon County,Iowa,23.08,29,-3.3,26.38,
IA-121,Madison County,Iowa,26.73,21,-6.15,32.88,
IA-123,Mahaska County,Iowa,27.32,24,-6.5,33.82,
IA-125,Marion County,Iowa,29.94,42,-3.61,33.55,
IA-127,Marshall County,Iowa,31.11,58,-1.46,32.57,
IA-129,Mills County,Iowa,27.99,39,-3.78,31.77,
IA-131,Mitchell County,Iowa,33.84,78,1.8,32.04,
IA-133,Monona County,Iowa,21.91,16,-6.67,28.58,
IA-135,Monroe County,Iowa,28.77,29,-5.49,34.26,
IA-137,Montgomery County,Iowa,29.1,38,-3.47,32.57,
IA-139,Muscatine County,Iowa,30.27,28,-4.25,34.52,
IA-141,O'Brien County,Iowa,25.04,32,-3.04,28.08,
IA-143,Osceola County,Iowa,26.77,56,-0.99,27.76,
IA-145,Page County,Iowa,31.33,55,-2.13,33.46,
IA-147,Palo Alto County,Iowa,27.59,46,-2.07,29.66,
IA-149,Plymouth County,Iowa,20.72,13,-6.47,27.19,
IA-151,Pocahontas County,Iowa,24.31,19,-5.66,29.97,
IA-153,Polk County,Iowa,31.78,63,-0.21,31.99,
IA-155,Pottawattamie County,Iowa,27.02,33,-3.91,30.93,
IA-157,Poweshiek County,Iowa,28.77,27,-5.27,34.04,
IA-159,Ringgold County,Iowa,30.35,34,-4.26,34.61,
IA-161,Sac County,Iowa,24.2,24,-5.38,29.58,
IA-163,Scott County,Iowa,32.21,40,-2.68,34.89,
IA-165,Shelby County,Iowa,28.06,38,-2.85,30.91,
IA-167,Sioux County,Iowa,20.92,16,-5.85,26.77,
IA-169,Story County,Iowa,37.39,102,5.62,31.77,
IA-171,Tama County,Iowa,29.16,31,-4.92,34.08,
IA-173,Taylor County,Iowa,30.57,34,-3.84,34.41,
IA-175,Union County,Iowa,29.46,32,-4.45,33.91,
IA-177,Van Buren County,Iowa,25.84,10,-9.26,35.1,
IA-179,Wapello County,Iowa,25.64,10,-8.87,34.51,
IA-181,Warren County,Iowa,29.45,36,-3.42,32.87,
IA-183,Washington County,Iowa,25.45,12,-8.85,34.3,
IA-185,Wayne County,Iowa,31.23,37,-3.83,35.06,
IA-187,Webster County,Iowa,27.33,35,-3.8,31.13,
IA-189,Winnebago County,Iowa,30.27,54,-1.09,31.36,
IA-191,Winneshiek County,Iowa,38.52,104,5.32,33.2,
IA-193,Woodbury County,Iowa,20.74,13,-6.97,27.71,
IA-195,Worth County,Iowa,32.15,61,0.21,31.94,
IA-197,Wright County,Iowa,28.58,45,-2.44,31.02,
KS-001,Allen County,Kansas,39.36,63,0.1,39.26,
KS-003,Anderson County,Kansas,39.84,65,0.68,39.17,
KS-005,Atchison County,Kansas,32.51,50,-2.64,35.15,
KS-007,Barber County,Kansas,21.81,29,-4.21,26.02,
KS-009,Barton County,Kansas,20.02,26,-4.8,24.82,
KS-011,Bourbon County,Kansas,38.41,54,-1.94,40.35,
KS-013,Brown County,Kansas,30.49,44,-3.92,34.41,
KS-015,Butler County,Kansas,33.53,62,0.21,33.32,
KS-017,Chase County,Kansas,39.59,104,6.83,32.76,
KS-019,Chautauqua County,Kansas,31.93,37,-4.95,36.88,
KS-021,Cherokee County,Kansas,38.23,39,-3.43,41.66,
KS-023,Cheyenne County,Kansas,12.77,7,-6,18.77,
KS-025,Clark County,Kansas,15.3,9,-7.02,22.32,
KS-027,Clay County,Kansas,25.34,35,-4.89,30.23,
KS-029,Cloud County,Kansas,21.72,19,-6.37,28.09,
KS-031,Coffey County,Kansas,39.24,77,2.24,37,
KS-033,Comanche County,Kansas,17.96,13,-6.15,24.11,
KS-035,Cowley County,Kansas,33.4,59,-0.35,33.75,
KS-037,Crawford County,Kansas,35.73,28,-5.31,41.04,
KS-039,Decatur County,Kansas,12.41,2,-8.42,20.83,
KS-041,Dickinson County,Kansas,30.32,60,-0.44,30.76,
KS-043,Doniphan County,Kansas,32.92,51,-2.49,35.41,
KS-045,Douglas County,Kansas,37.52,72,1.27,36.25,
KS-047,Edwards County,Kansas,17.46,16,-5.29,22.75,
KS-049,Elk County,Kansas,36.47,60,-0.03,36.5,
KS-051,Ellis County,Kansas,16.66,12,-6.45,23.11,
KS-053,Ellsworth County,Kansas,24.85,51,-1.87,26.72,
KS-055,Finney County,Kansas,11.08,7,-7.67,18.75,
KS-057,Ford County,Kansas,15.81,14,-5.85,21.66,
KS-059,Franklin County,Kansas,37.59,67,0.17,37.42,
KS-061,Geary County,Kansas,31.21,61,-1.43,32.64,
KS-063,Gove County,Kansas,11.67,5,-8.08,19.75,
KS-065,Graham County,Kansas,13.36,4,-8.5,21.86,
KS-067,Grant County,Kansas,11.79,9,-5.86,17.65,
KS-069,Gray County,Kansas,12.9,9,-7.16,20.06,
KS-071,Greeley County,Kansas,15.32,39,-1.57,16.89,
KS-073,Greenwood County,Kansas,36.4,68,1.02,35.38,
KS-075,Hamilton County,Kansas,13.64,33,-2.82,16.46,
KS-077,Harper County,Kansas,24.75,34,-3.66,28.41,
